reviewText,Sentiment,AspectTerms
The hdd has a scratching noise.,negative,HARD_DISC-QUALITY
"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",positive,SERVICE-GENERAL
I'd be horrified if my staff were turning away customers so early and so rudely!,negative,SERVICE-GENERAL
"Despite the fact that there's no optical drive, everything is perfect.",neutral,LAPTOP-DESIGN_FEATURES
"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",positive,FOOD-QUALITY
"The design is awesome, quality is unprecedented.",positive,LAPTOP-DESIGN_FEATURES
"what an elegant, wonderful machine.",positive,LAPTOP-DESIGN_FEATURES
"All-in-all, I would definitely recommend this product for nearly everyone.",positive,LAPTOP-GENERAL
"Once we finally got a table, despite indicating we wanted an alla carte menu we were pushed into a table that was only price fixed!",negative,SERVICE-GENERAL
Would be a very nice laptop if the mousepad worked properly.,positive,LAPTOP-GENERAL
I get giddy every time I use this thing.,positive,LAPTOP-GENERAL
This comes in very handy for me as an educator.,positive,SOFTWARE-USABILITY
It took almost 20 minutes to boot up.,negative,LAPTOP-OPERATION_PERFORMANCE
The food is authentic Italian - delicious!,positive,FOOD-QUALITY
Good creative rolls!,positive,FOOD-QUALITY
"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",positive,FOOD-PRICES
"This computer is absolutely perfect for web browsing, watching video, word processing, and that's about it.",positive,LAPTOP-MISCELLANEOUS
"It is so great, I can Hardly ever take my hands off it!",positive,LAPTOP-GENERAL
Simply amazing computer!!,positive,LAPTOP-GENERAL
supercilious scorn is in.,negative,SERVICE-GENERAL
"When I got this laptop in 2007 to help me with school, I had a hard time from beginning.",negative,LAPTOP-GENERAL
We never ate because by close to 2 in the monring we were not served and were too upset ad tired to start eating.,negative,SERVICE-GENERAL
"All in all, I would return - as it was a beautiful restaurant - but I hope the staff pays more attention to the little details in the future.",negative,SERVICE-GENERAL
But $1 for each small piece???,negative,FOOD-PRICES
It seems like Lenovo also makes weird choices about which side to put the powercord and other slots on.,negative,LAPTOP-DESIGN_FEATURES
That's how frustrating it was.,negative,LAPTOP-GENERAL
This laptop does NOT have an RJ-45 Ethernet adapter for wired network connection.,negative,LAPTOP-DESIGN_FEATURES
"I was looking too closely at the other performance specs and while comparing, I took it for granted that these features were standard.",negative,LAPTOP-DESIGN_FEATURES
I have recommended this laptop to everyone I know who is buying one.,positive,LAPTOP-GENERAL
Pretty much every major game save for Solitare won't even play on it due to the slower processor.,negative,CPU-OPERATION_PERFORMANCE
The food is tasty and portion sizes are appropriate.,positive,FOOD-QUALITY
"Red Dragon Roll - my favorite thing to eat, of any food group - hands down",positive,FOOD-QUALITY
"Moules were excellent, lobster ravioli was VERY salty!",positive,FOOD-QUALITY
"Oh yea, has no numeric pad on the side.",negative,KEYBOARD-DESIGN_FEATURES
"Look, the appetizers were really good.",positive,FOOD-QUALITY
I loved everythig about it-especially the shows and actors.,positive,AMBIENCE-GENERAL
"Great PC, light and powerful.",positive,LAPTOP-OPERATION_PERFORMANCE
"Speed is great, easy to set up and get going.",positive,LAPTOP-OPERATION_PERFORMANCE
"I prefer typing without having to see the keyboard but due the large touchpad, i always have to type cautiously as my hand might take me somewhere else.",negative,MOUSE-DESIGN_FEATURES
"It is well worth the money it cost, Very good investment.",positive,LAPTOP-GENERAL
The rice to fish ration was also good--they didn't try to overpack the rice.,positive,FOOD-STYLE_OPTIONS
"It has many great programs, such as ILife, iPhotos and others.",positive,LAPTOP-DESIGN_FEATURES
"Our visit their to say the least, was an unpleasant and costly experience!",negative,RESTAURANT-GENERAL
The food options rule.,positive,FOOD-STYLE_OPTIONS
I needed an inexpensive laptop to do basic office work on that was lightweight and this fits the bill just fine.,positive,LAPTOP-PRICE
The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,negative,MOTHERBOARD-QUALITY
Good for dates or with friends.,positive,RESTAURANT-MISCELLANEOUS
"I must say I am surprised by the bad reviews of the restaurant earlier in the year, though.",positive,RESTAURANT-GENERAL
The laptop is fast.,positive,LAPTOP-OPERATION_PERFORMANCE
When you click and don't wait.,positive,LAPTOP-OPERATION_PERFORMANCE
"Just straight up cheap, good food.",positive,FOOD-QUALITY
"Delicious, creative and fun.",positive,FOOD-STYLE_OPTIONS
"It's easy to operate and it's very light (my parents are almost 60 yo, they can't carry a heavy computer while traveling).",positive,LAPTOP-PORTABILITY
Now I have dual booted my laptop to Windows 8.1 and Ubuntu 14.04 and it's not got too slow either.,positive,LAPTOP-OPERATION_PERFORMANCE
I returned the computer to HP and they kept it for 3 months.,negative,SUPPORT-QUALITY
I do not recommend this company or their products!!!!,negative,COMPANY-GENERAL
"the pad se ew chicken was delicious, however the pad thai was far too oily.",positive,FOOD-QUALITY
"I do everything on this computer - check email, facebook, shop, check blogs, write papers, listen to music, and we even watch all of our movies on it since we do not have a tv.",positive,LAPTOP-MISCELLANEOUS
"The dessert (we had a pear torte) was good - but, once again, the staff was unable to provide appropriate drink suggestions.",negative,SERVICE-GENERAL
"Today, it hasn't worked at all more than it has.",negative,MOUSE-OPERATION_PERFORMANCE
The screen is very large and crystal clear with amazing colors and resolution.,positive,DISPLAY-DESIGN_FEATURES
Is just amazing.=),positive,LAPTOP-GENERAL
Polite acknowledgement is out;,negative,SERVICE-GENERAL
Oh my goodness-I am not a happy camper.,negative,LAPTOP-GENERAL
"All the various Greek and Cypriot dishes are excellent, but the gyro is the reason to come--if you don't eat one your trip was wasted.",positive,FOOD-QUALITY
"If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.",positive,FOOD-QUALITY
"With all the goodies inside this machine, it is a value.",positive,LAPTOP-GENERAL
Wonderful at holiday time.,positive,RESTAURANT-MISCELLANEOUS
Fantastic for the price - just wish it the keys were illuminated.,positive,LAPTOP-GENERAL
"The hot dogs are good, yes, but the reason to get over here is the fantastic pork croquette sandwich, perfect on its supermarket squishy bun.",positive,FOOD-QUALITY
"Well, I started using Google Chrome, which is a little better, but it freezes too sometimes.",negative,SOFTWARE-OPERATION_PERFORMANCE
SO GOOD,positive,RESTAURANT-GENERAL
We were very disappointed.,negative,FOOD-QUALITY
"Wish NY had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait.",positive,RESTAURANT-GENERAL
Great pick for portability and affordability.,positive,LAPTOP-PORTABILITY
Enabling the battery timer is useless.,negative,BATTERY-OPERATION_PERFORMANCE
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",positive,RESTAURANT-PRICES
For the price and what I get out of it has exceeded my expectations.,positive,LAPTOP-GENERAL
The staff is incredibly helpful and attentive.,positive,SERVICE-GENERAL
"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).",positive,SERVICE-GENERAL
I don't like WINDOWS 8 but that is no fault of the computer but the keyboard is so hard to get the keys to work and the space bar.,negative,OS-GENERAL
kinda to light and plastic feeling.,negative,LAPTOP-DESIGN_FEATURES
"But, I would recommend this product.",positive,LAPTOP-GENERAL
It's super fast and a great value for the price!,neutral,LAPTOP-PRICE
We won't go to this place again for a good meal.,negative,FOOD-QUALITY
"The screen resolution is crystal clear, the speakers are amazing, and the track pad is easy to use.",positive,DISPLAY-QUALITY
"By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!",negative,FOOD-QUALITY
"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.",positive,CPU-OPERATION_PERFORMANCE
"They gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die.",negative,BATTERY-OPERATION_PERFORMANCE
I ordered the vitello alla marsala and I was pretty impressed.,positive,FOOD-QUALITY
We had the lobster sandwich and it was FANTASTIC.,positive,FOOD-QUALITY
I had this computer for one month and had to send it in for repair.,negative,LAPTOP-QUALITY
The lcd screen stopped working on mine after 10 months.,negative,DISPLAY-OPERATION_PERFORMANCE
I custom ordered the machine from HP and could NOT understand the techie due to his accent.,negative,SUPPORT-QUALITY
"Not a necessity, but something I've come to expect.",negative,LAPTOP-DESIGN_FEATURES
I have never been so disgusted by both food an service.,negative,FOOD-QUALITY
"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",positive,FOOD-QUALITY
"It has everything I wanted-- built in Wi-Fi connectibility, a slot for my SD camera memory card, a DVD burner, big beautiful screen, plenty of USB ports (three 3.0 and one 2.0), and a keyboard with a nice touch.",positive,LAPTOP-DESIGN_FEATURES
Hate Windows 8.1!,negative,OS-GENERAL
"It gives me everything I need from a computer and with the long lasting battery, it also gives me mobility.",positive,LAPTOP-GENERAL
You can do it here.,positive,FOOD-STYLE_OPTIONS
"The drinks are great, especially when made by Raymond.",positive,DRINKS-QUALITY
"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",positive,FOOD-QUALITY
Battery is not upgradable to a longer life battery.,negative,LAPTOP-USABILITY
i think that anyone looking for a good durrable laptop then this is the way to go.,positive,LAPTOP-GENERAL
We were 4 and got the family size penne a la vodka which was tremendously gigantic portion...a bucket of food literally.,positive,FOOD-STYLE_OPTIONS
"Some features arent friendly ( volume wheel, sound quality, etc.",negative,MULTIMEDIA_DEVICES-USABILITY
The laptop is gorgeous.,positive,LAPTOP-GENERAL
i would have to say that overall its great!,positive,LAPTOP-GENERAL
We were ushered to the bar to wait momentarily and upon arrival were so excited.,positive,RESTAURANT-GENERAL
"For $250, which is as much as my graphics card alone cost, this laptop is an incredible value.",positive,LAPTOP-GENERAL
They definitely have a superior product!,positive,LAPTOP-GENERAL
